image,labels
000000000139.jpg,machine:0.7788;consumer_electronics:0.7788;television:0.7788;structure:0.7442;wood_processed:0.6567;interior_room:0.6557;living_room:0.6548;furniture:0.6063
000000017905.jpg,light:0.8643;traffic_light:0.8643;people:0.8530;adult:0.8530;plant:0.8506;foliage:0.8506;structure:0.2651;rocks:0.2646
000000017959.jpg,outdoor:0.9470;grass:0.9282;land:0.9282;kite:0.9014;toy:0.9014;people:0.7848;crowd:0.7559;sky:0.7001
000000018150.jpg,people:0.9475;adult:0.8804;child:0.8467;clothing:0.5455;hoodie:0.5430;structure:0.4645;material:0.4521;textile:0.4360
000000018193.jpg,people:0.8823;adult:0.8823;tableware:0.7911;utensil:0.7911;plate:0.7910;structure:0.7201;rocks:0.7144;clothing:0.5232
000000018380.jpg,people:0.9474;adult:0.9380;art:0.8626;decoration:0.8623;frame:0.8623;utensil:0.8070;tableware:0.8070;plate:0.7979
000000018491.jpg,outdoor:0.9395;grass:0.9395;land:0.9395;people:0.9102;adult:0.9102;structure:0.8785;recreation:0.8433;sport:0.8430
000000018519.jpg,outdoor:0.9209;land:0.9209;grass:0.9209;recreation:0.8779;structure:0.8535;fence:0.8535;skating:0.8520;people:0.8002
000000018575.jpg,food:0.9676;tableware:0.9675;utensil:0.9675;plate:0.9561;vegetable:0.9110;tomato:0.8784;fries:0.8770;drinking_glass:0.6978
000000018737.jpg,outdoor:0.9625;blue_sky:0.9624;sky:0.9624;plant:0.8296;palm_tree:0.8296;tree:0.8296;structure:0.8032;fence:0.8032
000000018770.jpg,clothing:0.7301;suit:0.7192;people:0.4087;adult:0.4087;necktie:0.3728;tuxedo:0.2390;art:0.0664;decoration:0.0664
000000018833.jpg,animal:0.8830;cat:0.8830;feline:0.8830;mammal:0.8830;adult_cat:0.8823;clothing:0.8185;footwear:0.8185;shoes:0.8185
000000018837.jpg,adult:0.7520;people:0.7520;machine:0.6640;wheel:0.6609;tire:0.6597;outdoor:0.4463;land:0.4463;road:0.4461
000000019042.jpg,structure:0.8766;bridge:0.8018;rocks:0.7412;land:0.5378;outdoor:0.5378;shore:0.4719;liquid:0.4078;water:0.4078
000000019109.jpg,machine:0.9149;vehicle:0.9149;scooter:0.8911;structure:0.8750;outdoor:0.8372;building:0.7949;storefront:0.7949;conveyance:0.7447
000000019221.jpg,food:0.9532;vegetable:0.9532;broccoli:0.9531;cauliflower:0.1514;utensil:0.0826;tableware:0.0825;bowl:0.0825;asparagus:0.0671
000000019402.jpg,people:0.8901;adult:0.8901;clothing:0.8365;jacket:0.8364;structure:0.2374;wood_processed:0.2368;scarf:0.1108;headgear:0.0819
000000019432.jpg,recreation:0.9238;sport:0.9238;ballgames:0.9150;tennis:0.9150;people:0.6704;adult:0.6704;sports_equipment:0.5489;racquet:0.5483
000000019742.jpg,structure:0.7476;wood_processed:0.7476;tableware:0.6828;utensil:0.6828;drinking_glass:0.6782;light:0.4873;candle:0.4873;art:0.2115
000000019786.jpg,adult:0.9004;people:0.9004;structure:0.8902;tripod:0.8486;clothing:0.7037;jeans:0.7036;wood_processed:0.6904;cord:0.3572
000000019924.jpg,people:0.3071;adult:0.3071;clothing:0.2576;hat:0.2576;headgear:0.2576;fedora:0.2573;art:0.1877;decoration:0.1877
000000020059.jpg,animal:0.9912;mammal:0.9912;ungulates:0.9912;zebra:0.9912;structure:0.8415;rocks:0.8408;outdoor:0.8295;land:0.8231
000000020107.jpg,structure:0.6045;hydrant:0.6045;cord:0.4587;material:0.1821;plant:0.1290;foliage:0.1125;decorative_plant:0.1038;wood_processed:0.0776
000000020247.jpg,animal:0.7212;mammal:0.7212;bear:0.7212;rocks:0.1704;structure:0.1704;ungulates:0.0340;camel:0.0339;outdoor:0.0235
000000020333.jpg,child:0.9209;people:0.9209;plant:0.7939;foliage:0.7939;clothing:0.1472;structure:0.1294;rocks:0.1292;footwear:0.1132
000000020553.jpg,material:0.5923;textile:0.5923;toy:0.3743;stuffed_animals:0.3633;container:0.3225;bottle:0.3225;people:0.2312;adult:0.2312
000000020571.jpg,outdoor:0.9009;land:0.8653;hill:0.8652;lake:0.7598;liquid:0.7598;water:0.7598;water_body:0.7598;sky:0.6875
000000020992.jpg,adult:0.9097;people:0.9097;clothing:0.2036;jacket:0.1833;scarf:0.1548;hoodie:0.0610;tool:0.0465;smoking_item:0.0465
000000021167.jpg,clothing:0.8782;adult:0.8594;people:0.8594;suit:0.7905;drinking_glass:0.4155;tableware:0.4155;utensil:0.4155;necktie:0.2009
000000021465.jpg,structure:0.6585;furniture:0.6486;table:0.6445;material:0.4548;textile:0.4548;wood_processed:0.3406;chair:0.2698;folding_chair:0.2698
000000021503.jpg,utensil:0.4429;tableware:0.4429;plate:0.4429;structure:0.1952;furniture:0.1707;table:0.1707;wood_processed:0.1567;material:0.0811
000000021604.jpg,adult:0.7690;people:0.7690;clothing:0.7651;suit:0.7500;eyeglasses:0.6201;optical_equipment:0.6201;necktie:0.4424;tuxedo:0.0906
000000021839.jpg,outdoor:0.9488;adult:0.9214;people:0.9214;sky:0.9209;blue_sky:0.9209;structure:0.7524;land:0.7486;conveyance:0.7456
000000021879.jpg,people:0.7726;adult:0.7695;recreation:0.7085;sport:0.7085;watersport:0.6088;sports_equipment:0.6036;surfboard:0.6035;clothing:0.5596
000000021903.jpg,animal:0.9829;elephant:0.9829;mammal:0.9829;people:0.8223;adult:0.8223;structure:0.8174;fence:0.8174;outdoor:0.6650
000000022192.jpg,structure:0.6551;wood_processed:0.6543;material:0.6133;textile:0.6133;bedding:0.4995;housewares:0.4995;pillow:0.4937;tool:0.4937
000000022371.jpg,computer:0.5674;consumer_electronics:0.5674;machine:0.5674;laptop:0.5674;structure:0.2402;furniture:0.2073;desk:0.2073;wood_processed:0.1963
000000022396.jpg,outdoor:0.9623;celestial_body:0.9492;moon:0.9492;machine:0.7598;aircraft:0.7598;airplane:0.7598;vehicle:0.7598;sky:0.7023
000000022479.jpg,recreation:0.9783;skating:0.9469;skateboarding:0.8896;skateboard:0.8696;sport:0.8696;sports_equipment:0.8696;skatepark:0.8301;outdoor:0.7803
000000022589.jpg,outdoor:0.8872;land:0.8828;grass:0.8828;animal:0.4412;mammal:0.4412;ungulates:0.4412;sheep:0.4412;plant:0.4207
000000022623.jpg,gamepad:0.4216;toy:0.4216;machine:0.1795;keypad:0.1785;appliance:0.0675;document:0.0457;joystick:0.0369;consumer_electronics:0.0366
000000022705.jpg,structure:0.9423;adult:0.8872;people:0.8872;cabinet:0.8633;furniture:0.8633;wood_processed:0.8496;clothing:0.7367;appliance:0.6908
000000022755.jpg,structure:0.4713;outdoor:0.3105;sky:0.3105;cloudy:0.3101;material:0.2472;raw_glass:0.2471;machine:0.1152;vehicle:0.1056
000000022892.jpg,structure:0.7887;wood_processed:0.7876;plant:0.7292;foliage:0.6572;decorative_plant:0.5864;animal:0.4539;mammal:0.4539;cat:0.4539
000000022935.jpg,recreation:0.7133;sport:0.7133;ball:0.6763;sports_equipment:0.6763;ballgames:0.4912;soccer:0.4912;people:0.3735;adult:0.3716
000000022969.jpg,outdoor:0.9463;land:0.9421;grass:0.9375;animal:0.9283;mammal:0.9282;ungulates:0.9282;giraffe:0.9282;structure:0.7888
000000023023.jpg,material:0.7386;curtain:0.6538;textile:0.6123;container:0.2507;luggage:0.2507;backpack:0.2205;suitcase:0.1921;purse:0.1233
000000023034.jpg,structure:0.9210;rocks:0.9155;people:0.8926;adult:0.8926;outdoor:0.8038;land:0.7671;grass:0.7651;clothing:0.7520
000000023126.jpg,animal:0.7319;horse:0.7319;mammal:0.7319;ungulates:0.7319;people:0.4954;adult:0.4954;recreation:0.2368;sport:0.2368
000000023230.jpg,land:0.8342;outdoor:0.8342;grass:0.8340;animal:0.5320;bird:0.5320;swan:0.5303;liquid:0.4725;water:0.4725
000000023272.jpg,structure:0.5700;plant:0.5358;foliage:0.5356;machine:0.5284;conveyance:0.5230;portal:0.5230;window:0.5229;automobile:0.4886
000000023359.jpg,recreation:0.9866;sport:0.9866;snowboarding:0.9678;winter_sport:0.9678;snowboard:0.8701;sports_equipment:0.8701;people:0.7534;adult:0.7534
000000023666.jpg,toilet_seat:0.8364;tool:0.8364;structure:0.7089;conveyance:0.6538;portal:0.6538;door:0.6538;bathroom:0.5779;interior_room:0.5779
000000023751.jpg,art:0.9150;statue:0.9150;structure:0.1662;conveyance:0.1541;portal:0.1541;window:0.1541;outdoor:0.1456;sky:0.1451
000000023781.jpg,food:0.9119;vegetable:0.9116;carrot:0.8691;radish:0.6611;broccoli:0.5049;bean:0.4179;green_beans:0.4163;potato:0.2954
000000023899.jpg,people:0.9263;adult:0.9263;structure:0.3394;fence:0.3320;machine:0.1651;consumer_electronics:0.1651;furniture:0.1649;table:0.1597
000000023937.jpg,outdoor:0.8223;grass:0.8223;land:0.8223;structure:0.7471;wood_natural:0.7471;plant:0.2947;shrub:0.2947;animal:0.2365
000000024021.jpg,people:0.7650;adult:0.6670;crowd:0.6514;clothing:0.3781;suit:0.3201;military_uniform:0.3167;structure:0.2632;roof:0.2219
000000024027.jpg,outdoor:0.9692;sky:0.9685;cloudy:0.9185;blue_sky:0.8740;kite:0.5488;toy:0.5488;grass:0.3772;land:0.3772
000000024144.jpg,container:0.9458;carton:0.9458;food:0.8438;pizza:0.8438;cardboard_box:0.1145;meat:0.0291;pepperoni:0.0291;structure:0.0150
000000024243.jpg,people:0.9468;adult:0.9468;clothing:0.8014;jacket:0.7969;outdoor:0.7299;land:0.7299;path:0.7090;sidewalk:0.7090
000000024567.jpg,grass:0.8462;land:0.8462;outdoor:0.8462;people:0.7315;adult:0.7314;clothing:0.5078;hat:0.5078;headgear:0.5078
000000024610.jpg,structure:0.8123;bookshelf:0.6655;furniture:0.6465;table:0.6328;wood_processed:0.6206;book:0.4749;document:0.4749;material:0.3692
000000024919.jpg,animal:0.8247;elephant:0.8247;mammal:0.8247;outdoor:0.5062;land:0.5059;grass:0.5059;plant:0.2516;shrub:0.2502
000000025057.jpg,frisbee:0.9834;toy:0.9834;outdoor:0.9777;sky:0.9371;blue_sky:0.9370;people:0.9215;adult:0.9141;grass:0.8882
000000025096.jpg,people:0.8560;child:0.8560;utensil:0.4918;tableware:0.4918;plate:0.4561;structure:0.4427;furniture:0.4338;table:0.4338
000000025139.jpg,animal:0.9907;mammal:0.9907;ungulates:0.9907;zebra:0.9907;structure:0.1311;rocks:0.1223;wood_natural:0.0864;fence:0.0632
000000025181.jpg,structure:0.9243;train_station:0.8940;railroad:0.6978;track_rail:0.6978;machine:0.4937;train:0.4937;train_real:0.4937;vehicle:0.4937
000000025228.jpg,outdoor:0.9248;sky:0.9248;people:0.8975;adult:0.8975;sunset_sunrise:0.8594;cloudy:0.7998;liquid:0.6700;water:0.6700
000000025386.jpg,people:0.8877;adult:0.8877;material:0.5252;raw_glass:0.5244;structure:0.4592;furniture:0.3450;utensil:0.3433;tableware:0.3432
000000025393.jpg,people:0.9033;adult:0.9033;clothing:0.8925;necktie:0.7939;suit:0.7920;structure:0.6804;fence:0.6543;outdoor:0.6136
000000025394.jpg,structure:0.9052;people:0.9034;adult:0.9033;wood_processed:0.8896;tableware:0.7949;utensil:0.7949;drinking_glass:0.7949;furniture:0.5890
000000025424.jpg,grass:0.8677;land:0.8677;outdoor:0.8677;people:0.6606;adult:0.6606;recreation:0.5879;sport:0.5879;ballgames:0.5428
000000025560.jpg,structure:0.8509;machine:0.8491;consumer_electronics:0.8491;television:0.8491;wood_processed:0.8213;furniture:0.5972;cabinet:0.5972;people:0.5356
000000025593.jpg,outdoor:0.8379;sky:0.8379;blue_sky:0.8379;structure:0.8276;sign:0.8276;street_sign:0.8276;plant:0.7271;foliage:0.7271
000000025603.jpg,interior_room:0.9565;restaurant:0.9565;structure:0.8921;utensil:0.8601;tableware:0.8601;drinking_glass:0.8574;people:0.8291;adult:0.8291
000000025986.jpg,utensil:0.9551;tableware:0.9551;plate:0.9194;structure:0.8193;wood_processed:0.7739;spoon:0.6899;furniture:0.6153;table:0.6152
000000026204.jpg,outdoor:0.9346;land:0.9346;road:0.9155;street:0.9155;machine:0.8154;vehicle:0.8154;automobile:0.8154;car:0.8115
000000026465.jpg,consumer_electronics:0.7230;machine:0.7230;computer:0.7222;laptop:0.7222;structure:0.3296;furniture:0.3296;table:0.3296;material:0.2581
000000026564.jpg,machine:0.9603;consumer_electronics:0.9603;computer:0.9603;computer_monitor:0.8931;computer_keyboard:0.8755;structure:0.8324;furniture:0.8106;desk:0.8105
000000026690.jpg,people:0.9157;adult:0.9038;crowd:0.5732;structure:0.4669;fence:0.4280;clothing:0.3832;headgear:0.3806;helmet:0.3806
000000026926.jpg,structure:0.9670;hydrant:0.9619;wood_natural:0.5952;land:0.4942;outdoor:0.4942;road:0.4766;street:0.4766;path:0.3035
000000026941.jpg,container:0.3746;luggage:0.3726;suitcase:0.3726;machine:0.2644;vehicle:0.2636;cart:0.2629;structure:0.1390;conveyance:0.1352
000000027186.jpg,material:0.6754;curtain:0.6753;people:0.4825;child:0.4795;clothing:0.4358;structure:0.4248;furniture:0.4067;sofa:0.4067
000000027620.jpg,structure:0.9408;wood_processed:0.8647;machine:0.8488;consumer_electronics:0.8487;computer:0.8487;computer_monitor:0.8267;furniture:0.8116;desk:0.7944
000000027696.jpg,tableware:0.9888;utensil:0.9888;plate:0.9678;food:0.9580;pizza:0.9580;fork:0.8945;material:0.7310;textile:0.7310
000000027768.jpg,machine:0.7789;vehicle:0.7501;automobile:0.7501;bus:0.7500;structure:0.6060;fence:0.6060;wheel:0.5237;tire:0.4990
000000027932.jpg,clothing:0.3056;headgear:0.3020;helmet:0.3020;recreation:0.2507;sport:0.2485;sports_equipment:0.2485;rollerskates:0.2485;structure:0.2096
000000027972.jpg,people:0.8531;adult:0.8530;recreation:0.6347;sport:0.6347;sports_equipment:0.5582;watersport:0.5184;surfboard:0.5000;surfing:0.4495
000000027982.jpg,toilet_seat:0.9448;tool:0.9448;bathroom:0.3215;interior_room:0.3215;washbasin:0.3213;material:0.2634;textile:0.2634;structure:0.1551
000000028285.jpg,outdoor:0.6253;sky:0.6211;blue_sky:0.6211;light:0.4570;lamppost:0.4570;structure:0.3163;building:0.2633;tower:0.2624
000000028449.jpg,animal:0.9629;elephant:0.9629;mammal:0.9629;outdoor:0.1440;land:0.1440;grass:0.1440;plant:0.1351;shrub:0.1350
000000028452.jpg,appliance:0.9424;machine:0.9424;refrigerator:0.9424;structure:0.2506;cabinet:0.2505;furniture:0.2505;container:0.2272;bottle:0.2271
000000028809.jpg,banana:0.8511;food:0.8511;fruit:0.8511;material:0.1477;textile:0.1475;cord:0.0288;document:0.0266;seasonings:0.0112
000000028993.jpg,structure:0.4739;hydrant:0.4683;outdoor:0.4069;land:0.4068;road:0.3550;street:0.3550;path:0.3288;sidewalk:0.3274
000000029187.jpg,animal:0.9365;horse:0.9365;mammal:0.9365;ungulates:0.9365;land:0.9351;outdoor:0.9351;grass:0.9336;people:0.8711
000000029393.jpg,structure:0.8833;fence:0.8784;plant:0.8572;foliage:0.8486;land:0.8292;outdoor:0.8292;grass:0.8286;shrub:0.4573
000000029397.jpg,structure:0.8223;wood_processed:0.8223;material:0.3623;brick:0.3623;document:0.2288;handwriting:0.2288;clothing:0.1130;footwear:0.1121
000000029596.jpg,light:0.9409;lamp:0.9409;material:0.8938;structure:0.8930;curtain:0.8774;art:0.8540;decoration:0.8418;frame:0.8418
000000029640.jpg,food:0.9540;vegetable:0.9459;broccoli:0.9448;utensil:0.7345;cookware:0.7345;pan:0.7344;stir_fry:0.6118;carrot:0.3623
000000029675.jpg,food:0.9313;meat:0.9190;hotdog:0.9102;condiment:0.6070;seasonings:0.6070;plate:0.5898;tableware:0.5898;utensil:0.5898
000000029984.jpg,umbrella:0.9795;utensil:0.9795;structure:0.9097;chair:0.9097;folding_chair:0.9097;furniture:0.9097;people:0.7832;adult:0.7832
000000030213.jpg,structure:0.8839;furniture:0.8697;cabinet:0.8691;wood_processed:0.5400;material:0.4569;textile:0.4558;interior_room:0.3808;kitchen:0.3808
000000030494.jpg,structure:0.6944;wood_natural:0.6943;plant:0.6204;foliage:0.6035;moss:0.3647;outdoor:0.1443;land:0.1266;grass:0.1177
000000030504.jpg,outdoor:0.9253;sky:0.9253;blue_sky:0.9253;backpack:0.8770;container:0.8770;luggage:0.8770;frozen:0.8608;liquid:0.8608
000000030675.jpg,machine:0.7931;train:0.7931;vehicle:0.7931;train_real:0.7930;outdoor:0.6978;sky:0.6978;blue_sky:0.6978;structure:0.5058
000000030785.jpg,structure:0.9531;wood_processed:0.9531;food:0.8785;tableware:0.8703;utensil:0.8703;bowl:0.8638;condiment:0.8462;seasonings:0.8462
000000030828.jpg,grass:0.7798;land:0.7798;outdoor:0.7798;structure:0.6566;furniture:0.5757;bench:0.5757;fence:0.5391;material:0.3591
000000031050.jpg,container:0.6002;vase:0.6001;material:0.3853;raw_glass:0.3853;art:0.2375;interior_room:0.2366;museum:0.2366;statue:0.2361
000000031093.jpg,recreation:1.0000;skating:0.9998;skatepark:0.9956;skateboarding:0.9858;skateboard:0.9614;sport:0.9614;sports_equipment:0.9614;people:0.8574
000000031118.jpg,celebration:0.9687;plant:0.9370;christmas_tree:0.9370;tree:0.9370;christmas_decoration:0.8315;outdoor:0.6746;night_sky:0.6470;sky:0.6470
000000031217.jpg,recreation:0.9566;sport:0.9566;ballgames:0.9058;tennis:0.9058;structure:0.8951;fence:0.8950;people:0.8653;adult:0.8652
000000031248.jpg,lamp:0.8735;light:0.8735;art:0.8058;decoration:0.8057;frame:0.8057;structure:0.7968;furniture:0.7034;chair:0.6895
000000031269.jpg,animal:0.9873;mammal:0.9873;ungulates:0.9873;zebra:0.9873;outdoor:0.8469;grass:0.8115;land:0.8115;sky:0.6143
000000031296.jpg,people:0.8737;adult:0.8730;structure:0.8338;wood_processed:0.7676;furniture:0.6759;table:0.6748;material:0.6177;brick:0.6177
000000031322.jpg,animal:0.8863;bird:0.8863;swan:0.8862;liquid:0.2822;water:0.2822;water_body:0.2822;lake:0.2822;machine:0.2812
000000031620.jpg,people:0.9092;adult:0.9092;material:0.9054;textile:0.8965;music:0.8237;speakers_music:0.8237;structure:0.6777;furniture:0.6410
000000031735.jpg,structure:0.9236;furniture:0.8921;art:0.8916;decoration:0.8647;frame:0.8647;sofa:0.8589;material:0.7967;textile:0.7583
000000031749.jpg,dial:0.7344;machine:0.7344;timepiece:0.7344;clock:0.7344;structure:0.4368;wood_processed:0.4368;art:0.2358;painting:0.2305
000000031817.jpg,people:0.8423;adult:0.8423;clothing:0.6504;headgear:0.6461;helmet:0.6460;machine:0.4254;wheel:0.4254;tire:0.4253
000000032038.jpg,structure:0.8835;wood_processed:0.8833;food:0.7725;pizza:0.7725;utensil:0.4288;tableware:0.4027;drinking_glass:0.4026;cutting_board:0.2964
000000032081.jpg,recreation:0.9976;sport:0.9976;ballgames:0.9883;tennis:0.9883;sports_equipment:0.9434;racquet:0.9434;adult:0.9077;people:0.9077
000000032285.jpg,toilet_seat:0.8584;tool:0.8584;material:0.6816;textile:0.6279;structure:0.5305;conveyance:0.5283;portal:0.5283;door:0.5283
000000032334.jpg,people:0.9570;adult:0.9570;tableware:0.8340;utensil:0.8340;drinking_glass:0.8340;art:0.7442;decoration:0.7441;frame:0.7441
000000032570.jpg,people:0.6846;adult:0.6846;recreation:0.6192;sport:0.6192;sports_equipment:0.5471;surfboard:0.5464;watersport:0.5010;surfing:0.5005
000000032610.jpg,consumer_electronics:0.8978;machine:0.8978;computer:0.8978;cord:0.8975;laptop:0.8569;structure:0.6690;wood_processed:0.6519;computer_tower:0.5903
000000032735.jpg,recreation:0.8662;sport:0.8662;winter_sport:0.8436;skiing:0.8433;frozen:0.6436;liquid:0.6436;snow:0.6436;water:0.6436
000000032811.jpg,liquid:0.3878;water:0.3878;water_body:0.3878;lake:0.3865;ocean:0.1323;structure:0.1273;material:0.1187;raw_glass:0.1150
000000032817.jpg,people:0.8750;adult:0.8750;clothing:0.5000;jeans:0.5000;structure:0.3494;furniture:0.3116;table:0.3101;utensil:0.2784
000000032861.jpg,structure:0.5545;conveyance:0.5537;portal:0.5537;door:0.5303;window:0.3567;umbrella:0.2507;utensil:0.2507;material:0.1494
000000032887.jpg,structure:0.9448;rocks:0.9248;people:0.9058;adult:0.9058;conveyance:0.6694;stairs:0.6694;clothing:0.6591;jeans:0.6421
000000032901.jpg,clothing:0.9031;people:0.8876;adult:0.8735;suit:0.8169;necktie:0.7935;structure:0.5672;wood_processed:0.4973;furniture:0.4608
000000032941.jpg,outdoor:0.9567;land:0.9018;road:0.8569;street:0.8569;sky:0.8496;cloudy:0.8496;path:0.7173;sidewalk:0.7173
000000033005.jpg,recreation:0.9062;sport:0.9062;people:0.8882;adult:0.8882;ballgames:0.8862;tennis:0.8862;structure:0.8195;fence:0.8169
000000033104.jpg,recreation:0.9713;sport:0.9713;sports_equipment:0.9308;ski_equipment:0.9307;clothing:0.9151;winter_sport:0.8648;skiing:0.8647;headgear:0.8555
000000033109.jpg,outdoor:0.9802;land:0.9344;sky:0.9069;cloudy:0.8950;grass:0.8853;road:0.7405;street:0.7402;path:0.5871
000000033114.jpg,outdoor:0.7647;land:0.7641;hill:0.6699;grass:0.6465;machine:0.4404;aircraft:0.4404;vehicle:0.4404;airplane:0.4404
000000033221.jpg,people:0.9609;adult:0.9609;outdoor:0.9126;land:0.9126;hill:0.9126;clothing:0.7384;jeans:0.6846;jacket:0.5615
000000033368.jpg,recreation:0.9223;sport:0.9223;ballgames:0.8999;tennis:0.8999;people:0.7744;adult:0.7744;racquet:0.6665;sports_equipment:0.6665
000000033638.jpg,people:0.8691;adult:0.8691;structure:0.6140;wood_processed:0.5547;furniture:0.4783;cabinet:0.4729;material:0.3815;textile:0.3813
000000033707.jpg,animal:0.9746;giraffe:0.9746;mammal:0.9746;ungulates:0.9746;structure:0.9078;rocks:0.9058;outdoor:0.8525;land:0.8429
000000033759.jpg,grass:0.8989;land:0.8989;outdoor:0.8989;recreation:0.8028;sport:0.8028;structure:0.7979;fence:0.7979;ballgames:0.7925
000000033854.jpg,outdoor:0.8837;sky:0.8833;cloudy:0.8823;structure:0.5562;fence:0.5562;machine:0.5005;wheel:0.4552;tire:0.4497
000000034071.jpg,camera:0.3330;headphones:0.2766;cord:0.0786;machine:0.0450;dashboard:0.0449;material:0.0445;raw_glass:0.0400;outdoor:0.0350
000000034139.jpg,people:0.8604;adult:0.8604;clothing:0.5430;jacket:0.5425;structure:0.3460;wood_processed:0.3237;container:0.3134;luggage:0.3134
000000034205.jpg,food:0.7571;vegetable:0.7528;broccoli:0.7295;mushroom:0.4797;herb:0.3231;seasonings:0.3231;cilantro:0.3113;tableware:0.1682
000000034257.jpg,food:0.9091;vegetable:0.9091;carrot:0.8975;container:0.3961;broccoli:0.3713;crate:0.3645;structure:0.3335;wood_processed:0.3335
000000034417.jpg,people:0.8413;adult:0.8413;interior_room:0.6846;interior_shop:0.6846;material:0.5070;raw_glass:0.5068;structure:0.1923;sign:0.0752
000000034452.jpg,outdoor:0.8251;plant:0.8240;forest:0.8232;vegetation:0.8232;structure:0.8164;wood_natural:0.8164;people:0.6366;adult:0.6353
000000034760.jpg,structure:0.9143;material:0.8975;curtain:0.8804;cabinet:0.8457;furniture:0.8457;toilet_seat:0.8013;tool:0.8013;bathroom:0.7798
